,JOB_TITLE,JOB_CODE,JOB_GROUP,SERVICE_GROUP
631,LEGAL SECRETARY I,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
631,LEGAL SECRETARY I,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
632,LEGAL SECRETARY II,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
633,LEGISLATIVE ASSISTANT,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
634,"LEGISLATIVE ASSISTANT, CITY ATTORNEYS OFFICE",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
635,LEGISLATIVE CALENDAR CLERK,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
635,LEGISLATION CLERK,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
635,"LEGISLATIVE ASSISTANT, CITY ATTORNEY'S OFFICE",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
635,LEGISLATIVE ASST CITY ATTY OFC,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
636,LEGISLATIVE CLERK,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
637,"LEGISLATIVE SECRETARY, BOARD OF EDUCATION",1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
638,LIBRARIAN I,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
638,LIBRARIAN I,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
639,LIBRARIAN II,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
640,LIBRARIAN 2 - ASIAN ARTS,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
640,LIBRARIAN II - ASIAN ARTS,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
640,LIBRARIAN II- ASIAN ARTS,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
641,LIBRARIAN III,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
642,LIBRARY ASSISTANT,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
643,LIBRARY PAGE,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
644,LIBRARY TECHNICAL ASSISTANT I,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
644,LIBRARY TECHNICAL ASSISTANT I,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
645,LIBRARY TECHNICAL ASSISTANT II,3600,Library,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
646,LICENSED VOCATIONAL NURSE,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
647,"LIEUT, DIVISION OF TRAINING",0,Fire Fighter,"FIRE, POLICE"
648,"LIEUT,FIRE INVSTGTN",0,Fire Fighter,"FIRE, POLICE"
647,LIEUTENANT 2,0,Fire Fighter,"FIRE, POLICE"
648,"LIEUTENANT, BUREAU OF FIRE PREVENTION AND PUBLIC S",0,Fire Fighter,"FIRE, POLICE"
649,"LIEUT,FIRE PREV",0,Fire Fighter,"FIRE, POLICE"
650,LIEUTENANT (POLICE DEPARTMENT),0,Police Officer,"FIRE, POLICE"
1104,LIEUTENANT III,8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
651,"LIEUTENANT, EMERGENCY MEDICAL SERVICES",0,Fire Fighter,"FIRE, POLICE"
652,"LIEUTENANT, FIRE SUPPRESSION",0,Fire Fighter,"FIRE, POLICE"
653,LIGHT RAIL VEHICLE EQUIPMENT ENGINEER,9100,Street Transit,TRANSPORTATION
653,LIGHT RAIL VEHICLE EQUIP ENG,9100,Street Transit,TRANSPORTATION
654,LIGHTING FIXTURE MAINTENANCE WORKER,7500,Semi-Skilled and General Labor,LABOR AND TRADES
654,LIGHTING FIXTURE MAINT WORKER,7500,Semi-Skilled and General Labor,LABOR AND TRADES
655,LINE INSPECTOR,6200,Public Safety Inspection,INSPECTION
656,LOCKSMITH,7300,Journeyman Trade,LABOR AND TRADES
657,LOCKSMITH SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
658,MAIL AND REPRODUCTION SERVICE SUPERVISOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
658,MAIL & REPRODUCTION SVC SPRV,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
659,MAINTENANCE CONTROLLER,7300,Journeyman Trade,LABOR AND TRADES
660,MAINTENANCE MACHINIST,7300,Journeyman Trade,LABOR AND TRADES
661,MAIN MACHINIST ASST SPRV,7300,Journeyman Trade,LABOR AND TRADES
661,MAINTENANCE MACHINIST ASSISTANT SUPERVISOR,7300,Journeyman Trade,LABOR AND TRADES
662,MAINTENANCE MACHINIST HELPER,7400,Skilled Labor,LABOR AND TRADES
663,MAINTENANCE MACHINIST SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
663,MAINTENANCE MACHINIST SPRV 1,7200,Supervisory,LABOR AND TRADES
664,MAINTENANCE MANAGER,7200,Supervisory,LABOR AND TRADES
665,MAINTENANCE PLANNER,7200,Supervisory,LABOR AND TRADES
666,MAINTENANCE SCHEDULER,7200,Supervisory,LABOR AND TRADES
666,MAINTENANCE ESTIMATOR AND SCHEDULER,7200,Supervisory,LABOR AND TRADES
667,MANAGEMENT ASSISTANT,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
668,MANAGEMENT ASSISTANT II (OCII),0,OTHERS,OTHERS
669,MANAGEMENT ASSISTANT III (OCII),0,OTHERS,OTHERS
679,MANAGER I - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,MANAGER II - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER II, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER III - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER III, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER IV - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER IV, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER V - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER V, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER VI - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER VI, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER VII - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER VII, MTA",9100,Street Transit,TRANSPORTATION
679,MANAGER VIII - MUNICIPAL TRANSPORTATION AGENCY,9100,Street Transit,TRANSPORTATION
679,"MANAGER VIII, MTA",9100,Street Transit,TRANSPORTATION
670,MANAGER I,900,OTHERS,OTHERS
671,"MANAGER I, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
672,"MANAGER I, SFCCD",900,OTHERS,OTHERS
673,"MANAGER I, SFUSD",900,OTHERS,OTHERS
674,MANAGER II,900,OTHERS,OTHERS
675,"MANAGER II, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
676,"MANAGER II, SFCCD",900,OTHERS,OTHERS
677,"MANAGER II, SFUSD",900,OTHERS,OTHERS
678,MANAGER III,900,OTHERS,OTHERS
679,"MANAGER III, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
680,MANAGER IV,900,OTHERS,OTHERS
681,"MANAGER IV, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
682,"MANAGER OF LABOR RELATIONS, SFUSD",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
683,MANAGER OF MUSEUM SECURITY SERVICES,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
683,MGR MUSEUM SECURITY SERVICES,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
684,MANAGER V,900,OTHERS,OTHERS
685,"MANAGER V, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
686,MANAGER VI,900,OTHERS,OTHERS
687,"MANAGER VI, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
688,MANAGER VII,900,OTHERS,OTHERS
689,"MANAGER VII, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
690,"MANAGER VII, SFCCD",900,OTHERS,OTHERS
691,MANAGER VIII,900,OTHERS,OTHERS
692,"MANAGER VIII, MUNICIPAL TRANSPORATION AGENCY",9100,Street Transit,TRANSPORTATION
693,"MANAGER, ACCESSIBLE SERVICES",9100,Street Transit,TRANSPORTATION
694,"MANAGER, DEPARTMENT OF PUBLIC HEALTH",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
694,"MANAGER, DEPT PUBLIC HEALTH",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
695,"MANAGER, EMPLOYEE RELATIONS DIVISION",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
695,"MANAGER,EMPLOYEE RELATIONS DIV",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
695,"MANAGER, EMPLOYEE RELATIONS DIV",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
696,"MANAGER, INTAKE CENTER, SAN FRANCISCO UNIFIED SCHOOL DISTRICT",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
697,"MANAGER, RECRUITMENT AND CREDENTIALS UNIT, S.F.U.S.D.",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
698,"MANAGER, TRAFFIC PAINTING PROGRAM",5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
699,MANAGING DIRECTOR,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
700,MARINA ASSISTANT,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
701,MARINA ASSOCIATE MANAGER,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
701,MARINA ASSISTANT MANAGER,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
702,MARINE ENGINEER OF FIRE BOATS,100,Fire Fighter,"FIRE, POLICE"
703,MARITIME MARKETING REPRESENTATIVE,9300,Port Commission,TRANSPORTATION
703,MARITIME MARKETING REPR,9300,Port Commission,TRANSPORTATION
704,"MARKET RESEARCH SPECIALISTS, PORT",9300,Port Commission,TRANSPORTATION
704,"MARKET RESEARCH SPEC, PORT",9300,Port Commission,TRANSPORTATION
705,"MARRIAGE, FAMILY & CHILD CNSLR",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"SENIOR MARRIAGE, FAMILY & CHILD COUNSELOR (MFCC)",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"MARRIAGE, FAMILY & CHILD COUNSELOR (MFCC)",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"MARRIAGE, FAMILY AND CHILD COUNSELOR",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"COUNSELOR, FAMILY COURT SERVICE",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"SUPERVISING MEDIATOR, UFCS",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"MANAGER, UNIFIED FAMILY COURT SERVICES",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"MGR, UNIFIED FAMILY COURT SVCS",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
705,"COUNSELOR, FAMILY COURT SVC",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
706,SR MATERIALS & SUPPLIES SPRV,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
706,MATERIALS AND SUPPLIES SUPERVISOR,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
706,MATERIALS/SUPPLIES SUPERVISOR,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
707,MATERIALS COORDINATOR,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
708,MATERIALS TESTING AIDE,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
709,MATERIALS TESTING TECHNICIAN,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
710,MAYOR,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
711,MAYOR'S PROGRAM MANAGER,800,OTHERS,OTHERS
711,MAYORAL STAFF I,800,OTHERS,OTHERS
712,MAYORAL STAFF II,800,OTHERS,OTHERS
713,MAYORAL STAFF III,800,OTHERS,OTHERS
714,MAYORAL STAFF IV,800,OTHERS,OTHERS
715,MAYORAL STAFF IX,800,OTHERS,OTHERS
716,MAYORAL STAFF V,800,OTHERS,OTHERS
717,MAYORAL STAFF VI,800,OTHERS,OTHERS
718,MAYORAL STAFF VII,800,OTHERS,OTHERS
719,MAYORAL STAFF VIII,800,OTHERS,OTHERS
720,MAYORAL STAFF X,800,OTHERS,OTHERS
721,MAYORAL STAFF XI,800,OTHERS,OTHERS
722,MAYORAL STAFF XII,800,OTHERS,OTHERS
723,MAYORAL STAFF XIII,900,OTHERS,OTHERS
724,MAYORAL STAFF XIV,900,OTHERS,OTHERS
725,MAYORAL STAFF XV,900,OTHERS,OTHERS
726,MAYORAL STAFF XVI,900,OTHERS,OTHERS
727,MAYORAL STAFF XVII,900,OTHERS,OTHERS
727,VENDOR,900,OTHERS,OTHERS
728,MECH SHOP & EQUIP SUPT,7100,Administrative,LABOR AND TRADES
728,MECHANICAL SHOP AND EQUIPMENT SUPERINTENDENT,7100,Administrative,LABOR AND TRADES
729,MEDIA PRODUCTION SUPV,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
730,MEDIA PRODUCTION TECH,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
731,MEDIA PROGRAMMING SPEC,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
732,MEDIA/SECURITY SYS SPEC,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
733,MEDIA/SECURITY SYST SUPV,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
729,MEDIA PRODUCTION SPECIALIST,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
730,MEDIA PRODUCTION SUPERVISOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
731,MEDIA PRODUCTION TECHNICIAN,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
732,MEDIA PROGRAMMING SPECIALIST,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
733,MEDIA TRAINING SPECIALIST,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
734,MEDIA/SECURITY SYSTEMS SPECIALIST,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
735,MEDIA/SECURITY SYSTEMS SUPERVISOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
736,MEDICAL CLAIMS SUPERVISOR,8100,DIVISION DIRECTOR ADULT PROBATION,LEGAL PROTECTION AND DETENTION
737,MEDICAL CLERK STENOGRAPHER,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
738,MEDICAL EVALUATIONS ASSISTANT,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
739,MEDICAL EXAMINER'S INVESTIGATOR I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
740,MEDICAL EXAMINER'S INVESTIGATOR II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
741,MEDICAL EXAMINER'S INVESTIGATOR III,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
739,MED EXAMINER'S INVESTIGATOR I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
740,MED EXAMINER'S INVESTIGATOR II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
741,MED EXAMINER'S INVESTIGATORIII,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
739,MEDICAL EXAMINERS INVESTIGATOR I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
740,MEDICAL EXAMINERS INVESTIGATOR II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
741,MEDICAL EXAMINERS INVESTIGATOR III,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
742,MEDICAL RECORDS CLERK,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
743,MEDICAL RECORDS TECHNICIAN,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
744,MEDICAL RECORDS TECHNICIAN SUPERVISOR,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
744,MEDICAL RECORDS TECH SPRV,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
745,MEDICAL SOCIAL WORK SUPERVISOR,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
746,MEDICAL SOCIAL WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
747,MED STAFF SVCS DEPT ANL,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
748,MED STAFF SVCS DEPT SPC,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
747,MEDICAL STAFF SERVICES DEPARTMENT ANALYST,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
748,MEDICAL STAFF SERVICES DEPARTMENT SPECIALIST,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
749,MEDICAL TRANSCRIBER TYPIST,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
750,"MEMBER, BOARD EDUCATION",100,OTHERS,OTHERS
751,"MEMBER, BOARD OF SUPERVISORS",700,OTHERS,OTHERS
752,MENTAL HEALTH HEARING OFFICER,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
752,MENTAL HLTH TREATMENT SPEC,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
752,MENTAL HEALTH REHABILITATION WORKER,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
752,MENTAL HEALTH TREATMENT SPECIALIST,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
753,METAL FABRICATOR,7300,Journeyman Trade,LABOR AND TRADES
754,METALSMITH,7300,Journeyman Trade,LABOR AND TRADES
755,METER READER,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
756,MICROBIOLOGIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
756,RADIOLOGIC TECH SPRV,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
756,RADIOLOGIC TECHNOLOGIST SUPERVISOR,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
756,BACTERIOLOGICAL LABORATORY ASSISTANT,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
757,MICROPHOTO/IMAGING TECHNICIAN,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
758,MOBILE EQUIPMENT ASSISTANT SUPERVISOR,7100,Administrative,LABOR AND TRADES
759,MOBILE EQUIPMENT SUPERVISOR,7200,Supervisory,LABOR AND TRADES
760,MORGUE ATTENDANT,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
761,MUNICIPAL STADIUM GROUNDSKEEPER,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
761,MUNICIPAL STADIUM GROUNDSKPR,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
762,MUSEUM EXHIBIT PACKER AND REPAIRER,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
762,MUSM EXHIBIT PACKER & REPAIRER,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
763,MUSEUM GUARD,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
764,MUSEUM PREPARATOR,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
765,MUSEUM REGISTRAR,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
766,MUSEUM SECURITY SUPERVISOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
766,MUSEUM SEC SUPV,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
767,NURSE MANAGER,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
768,NURSE MIDWIFE,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
769,NURSE PRACTITIONER,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
770,NURSERY SPECIALIST,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
771,NURSES STAFFING ASSISTANT,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
772,NURSING ASSISTANT,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
773,NURSING SUPERVISOR,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
774,NURSING SUPERVISOR PSYCHIATRIC,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
775,NUTRITIONIST,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
776,OCCUPATIONAL THERAPIST,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
777,OFFICE ASSISTANT I (OCII),800,OTHERS,OTHERS
778,OFFSET MACHINE OPERATOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
779,"OPERATING ENGINEER, UNIVERSAL",7300,Journeyman Trade,LABOR AND TRADES
780,OPERATING ROOM NURSE,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
781,OPTOMETRIST,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
782,ORNAMENTAL IRON WORKER,7300,Journeyman Trade,LABOR AND TRADES
783,ORNAMENTAL IRON WORKER SUPERVISOR I,9300,Port Commission,TRANSPORTATION
783,ORNAMENTAL IRON WRK SPRV 1,9300,Port Commission,TRANSPORTATION
784,ORTHOPEDIC TECHNICIAN I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
785,ORTHOPEDIC TECHNICIAN II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
786,PAINTER,7300,Journeyman Trade,LABOR AND TRADES
787,PAINTER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
788,PAINTER SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
789,"PARENT AND COMMUNITY INVOLVEMENT COORDINATOR, SFUSD",9900,Federal Programs,TRANSPORTATION
790,PARK PATROL OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
791,PARK SECTION SUPERVISOR,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
792,PARKING CONTROL OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
793,PARKING ENFORCEMENT ADMINISTRATOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
793,PARKING HEARING EXAMINER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
793,TRAFFIC HEARING OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
793,PARKING ENFORCEMENT ADMIN,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
794,PARKING METER AND MACHINE SHOP MANAGER,7100,Administrative,LABOR AND TRADES
795,PARKING METER REPAIRER,7400,Skilled Labor,LABOR AND TRADES
796,PARKING METER REPAIRER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
796,PARKING METER REPAIRER SPRV 1,7200,Supervisory,LABOR AND TRADES
797,PARTS STOREKEEPER,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
799,PATIENT ACCOUNTS ASSISTANT SUPERVISOR,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
799,PATIENT ACCOUNTS ASST SPRV,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
800,PATIENT ACCOUNTS CLERK,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
801,PATIENT ACCOUNTS MANAGER,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
802,PATIENT ACCOUNTS SUPERVISOR,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
803,PATIENT CARE ASSISTANT,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
804,PATIENT SERVICES FINANCE TECHNICIAN,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
804,PATIENT SVCS FINANCE TECH,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
805,PATTERN MAKER,7300,Journeyman Trade,LABOR AND TRADES
806,PAYROLL CLERK,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
